Upload Video,Chọn bài tập,Kết quả phân tích,timestamp
"{""video"": "".gradio\\flagged\\Upload Video\\8bd2ed10ed46ef9a0474\\squat_ok_01.mp4"", ""subtitles"": null}",Squat,,2025-10-26 20:21:02.699286
